-0.01,0.04
-0.00996,0.04
-0.00992,0.04
-0.00988,0.08
-0.00984,0.08
-0.0098,0.08
-0.00976,0.04
-0.00972,0.04
-0.00968,0.04
-0.00964,0.04
-0.0096,0.04
-0.00956,0.04
-0.00952,0.04
-0.00948,0.04
-0.00944,0.04
-0.0094,0.04
-0.00936,0.04
-0.00932,0.04
-0.00928,0.04
-0.00924,0.04
-0.0092,0.04
-0.00916,0.04
-0.00912,0.04
-0.00908,0.04
-0.00904,0.04
-0.009,0.04
-0.00896,0.04
-0.00892,0.04
-0.00888,0.04
-0.00884,0.08
-0.0088,0.04
-0.00876,0.04
-0.00872,0.04
-0.00868,0.04
-0.00864,0.08
-0.0086,0.04
-0.00856,0.08
-0.00852,0.04
-0.00848,0.04
-0.00844,0.04
-0.0084,0.04
-0.00836,0.04
-0.00832,0.04
-0.00828,0.04
-0.00824,0.04
-0.0082,0.04
-0.00816,0.04
-0.00812,0.04
-0.00808,0.04
-0.00804,0.04
-0.008,0.04
-0.00796,0.04
-0.00792,0.04
-0.00788,0.04
-0.00784,0.04
-0.0078,0.04
-0.00776,0.04
-0.00772,0.04
-0.00768,0.04
-0.00764,0.04
-0.0076,0.04
-0.00756,0.04
-0.00752,0.04
-0.00748,0.04
-0.00744,0.04
-0.0074,0.04
-0.00736,0.04
-0.00732,0.04
-0.00728,0.04
-0.00724,0.04
-0.0072,0.04
-0.00716,0.04
-0.00712,0.08
-0.00708,0.04
-0.00704,0.08
-0.007,0.04
-0.00696,0.04
-0.00692,0.08
-0.00688,0.04
-0.00684,0.08
-0.0068,0.08
-0.00676,0.04
-0.00672,0.04
-0.00668,0.04
-0.00664,0.04
-0.0066,0.04
-0.00656,0.04
-0.00652,0.04
-0.00648,0.04
-0.00644,0.04
-0.0064,0.04
-0.00636,0.04
-0.00632,0.04
-0.00628,0.04
-0.00624,0.04
-0.0062,0.04
-0.00616,0.04
-0.00612,0.04
-0.00608,0.04
-0.00604,0.04
-0.006,0.04
-0.00596,0.04
-0.00592,0.04
-0.00588,0.08
-0.00584,0.04
-0.0058,0.08
-0.00576,0.04
-0.00572,0.04
-0.00568,0.04
-0.00564,0.04
-0.0056,0.04
-0.00556,0.04
-0.00552,0.04
-0.00548,0.04
-0.00544,0.04
-0.0054,0.04
-0.00536,0.04
-0.00532,0.04
-0.00528,0.04
-0.00524,0.04
-0.0052,0.04
-0.00516,0.04
-0.00512,0.04
-0.00508,0.04
-0.00504,0.04
-0.005,0.04
-0.00496,0.04
-0.00492,0.04
-0.00488,0.04
-0.00484,0.08
-0.0048,0.08
-0.00476,0.04
-0.00472,0.04
-0.00468,0.08
-0.00464,0.04
-0.0046,0.04
-0.00456,0.04
-0.00452,0.04
-0.00448,0.04
-0.00444,0.04
-0.0044,0.04
-0.00436,0.04
-0.00432,0.04
-0.00428,0.04
-0.00424,0.04
-0.0042,0.04
-0.00416,0.04
-0.00412,0.04
-0.00408,0.04
-0.00404,0.08
-0.004,0.04
-0.00396,0.04
-0.00392,0.04
-0.00388,0.04
-0.00384,0.04
-0.0038,0.04
-0.00376,0.04
-0.00372,0.04
-0.00368,0.04
